V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_bpZWXipVy6RzzCZ,Default Response Set,Anonymous,118,2,0,9/21/16 14:02,9/21/16 14:25,1,1,I_wood press,I_vaccine,C_nurse,I_motocross,C_air show,I_transplant,C_vaccine,I_footbridge,C_footbridge,I_torture,C_cargo,C_torture,I_cargo,C_grizzly,C_motocross,I_grizzly,C_wood press,I_nurse,C_transplant,I_air show,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,41.628,41.628,42.282,1,48.067,48.067,48.939,1,69.568,69.568,71.04,1,56.698,56.698,59.975,1,29.866,29.866,30.796,1,48.533,48.533,52.757,1,79.331,80.527,82.823,2,32.224,32.224,39.451,1,47.451,47.451,53.178,1,31.128,31.128,38.235,1,26.274,26.274,27.984,1,26.185,26.185,26.923,1,31.163,31.163,34.143,1,28.602,28.602,31.291,1,56.197,57.747,59.374,2,56.864,56.864,58.211,1,27.65,27.65,29.458,1,77.875,77.875,88.267,1,67.084,67.084,67.878,1,32.636,32.636,36.591,1,4,,1,26,1,"a lot of them seemed like the trolley problem in philosophy, but with variations of death vs. serious injury to different groups",Would you push the worker in front of the train in order to save five people?,1,,2,16,16,7,7,7,7,6,7,7,5,0,33,50,60,would be cool if somehow participants got access to the results of your analyses!
R_6YJoy0IXW2ZlW2F,Default Response Set,Anonymous,119,2,0,9/21/16 13:33,9/21/16 14:39,1,1,I_footbridge,C_cargo,I_transplant,I_nurse,C_grizzly,C_torture,C_wood press,C_transplant,I_vaccine,I_motocross,C_footbridge,I_wood press,C_nurse,I_grizzly,C_motocross,C_air show,I_cargo,C_vaccine,I_air show,I_torture,complete,,1,,,1,1,1,Italienisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2.434,42.659,43.834,11,5.301,197.1,198.195,21,18.157,38.376,39.632,11,174.763,209.842,211.408,4,21.17,24.542,25.703,3,7.93,74.002,75.45,18,148.118,237.935,239.467,7,4.953,50.157,51.584,17,0,0,9.032,0,9.311,158.239,159.491,7,40.266,133.273,137.227,10,21.227,21.227,22.014,1,9.459,18.952,19.934,5,37.242,44.895,46.322,5,1368.928,1385.057,1385.912,5,301.142,414.942,416.553,9,29.436,37.415,41.589,3,29.811,31.783,33.018,3,28.24,28.24,29.313,1,170.928,186.976,188.131,5,,4,1,25,1,"I am familiar with the scenario of the workers on the rail track. I studied ethics several years ago, and this thought experiment was a prime example of the conflict of utilitarianism and deontology. The other cases are similar variations on this problem.",Would you kick the worker in front of the train in order to save five persons?,1,,2,15,5,7,7,7,7,6,6,6,6,0,39,70,61,None
R_cCRke50blTxLUS9,Default Response Set,Anonymous,120,2,0,9/21/16 16:56,9/21/16 17:42,1,1,I_wood press,I_footbridge,I_torture,C_transplant,C_grizzly,I_vaccine,I_nurse,C_cargo,I_grizzly,C_vaccine,C_torture,C_wood press,C_nurse,C_footbridge,I_transplant,C_air show,C_motocross,I_motocross,I_air show,I_cargo,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,167.017,167.913,168.411,2,31.418,31.418,32.517,1,902.363,902.363,903.48,1,33.104,33.104,34.415,1,17.544,17.544,28.836,1,57.842,79.785,81.276,2,21.131,24.461,25.131,2,38.009,63.252,64.232,2,72.716,94.587,96.461,4,51.075,51.075,52.261,1,16.296,16.296,17.431,1,374.514,374.514,377.573,1,25.608,25.608,26.463,1,55.243,55.243,56.084,1,15.353,21.345,22.466,3,46.097,46.097,47.185,1,30.646,30.646,31.502,1,106.319,106.319,107.465,1,71.451,71.451,72.575,1,16.589,16.589,17.541,1,4,,1,25,2,,Would you shove the worker in front of the train to save the five people?,1,,2,15,3,7,7,7,7,7,6,6,5,0,30,70,0,
R_3xXQvVoPsMvWz5j,Default Response Set,Anonymous,121,2,0,9/22/16 12:28,9/22/16 12:45,1,1,C_transplant,C_nurse,I_transplant,I_nurse,I_vaccine,C_vaccine,C_footbridge,C_motocross,I_motocross,I_wood press,I_grizzly,I_torture,C_wood press,I_footbridge,C_torture,C_air show,I_cargo,C_cargo,I_air show,C_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,53.21,53.21,54.783,1,11.776,11.776,13.152,1,23.113,23.113,25.494,1,35.767,35.767,39.46,1,9.171,9.171,10.032,1,43.516,43.516,45.633,1,53.038,53.038,54.141,1,57.653,57.653,58.572,1,90.075,90.075,91.255,1,20.878,20.878,24.958,1,42.515,42.515,63.979,1,40.518,40.518,41.555,1,36.771,36.771,38.053,1,29.091,29.091,32.628,1,6.558,6.558,7.458,1,14.198,14.198,15.276,1,139.363,139.363,143.175,1,19.644,68.956,70.076,6,15.98,15.98,17.665,1,28.805,28.805,29.873,1,,4,2,22,2,,Would you push the worker in front of the train to save five people?,1,,1,20,0,7,7,7,7,5,5,5,3,0,0,40,28,
R_0p9J0Ehpb72lee1,Default Response Set,Anonymous,122,2,0,9/22/16 12:17,9/22/16 12:57,1,1,C_nurse,I_air show,C_grizzly,I_grizzly,I_torture,I_vaccine,I_transplant,C_motocross,C_footbridge,I_nurse,C_torture,C_transplant,I_footbridge,C_cargo,I_motocross,I_cargo,C_vaccine,I_wood press,C_air show,C_wood press,complete,,1,,,1,,1,Spanisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,187.926,187.926,189.007,1,178.109,178.109,179.483,1,69.626,69.626,70.563,1,141.726,141.726,143.867,1,137.482,137.482,138.769,1,179.18,179.18,180.245,1,38.681,38.681,39.696,1,54.211,54.211,57.657,1,64.85,64.85,66.355,1,88.48,119.023,120.359,2,31.737,31.737,32.788,1,76.509,76.509,78.166,1,66.604,66.604,71.104,1,27.14,27.14,28.942,1,37.253,37.253,49.826,1,114.252,114.252,115.646,1,139.669,139.669,140.934,1,53.52,53.52,54.53,1,16.101,16.101,17.224,1,58.55,58.55,59.746,1,,4,1,25,1,"They were mostly variations of the scenario discussed in ethics and intro to philosophy classes, wherein you must consider whether you would kill one person to save multiple others.",Would you push the worker in front of the train in order to save five people?,1,,2,19,6,7,7,7,7,5,5,6,5,0,5,20,0,
R_56E9aeSO0YjSiSp,Default Response Set,Anonymous,123,2,0,9/22/16 12:58,9/22/16 13:27,1,1,C_footbridge,I_torture,I_cargo,I_wood press,I_air show,C_motocross,I_grizzly,I_vaccine,C_cargo,I_nurse,C_vaccine,I_motocross,I_transplant,I_footbridge,C_air show,C_torture,C_grizzly,C_nurse,C_wood press,C_transplant,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,111.211,111.211,117.454,1,69.609,69.609,71.229,1,116.7,116.7,158.861,1,68.684,68.684,70.163,1,49.755,49.755,66.417,1,42.195,42.195,44.355,1,41.717,41.717,43.461,1,51.527,51.527,104.03,1,112.604,112.604,128.898,1,28.034,28.034,29.021,1,37.417,37.417,38.497,1,21.868,21.868,23.25,1,55.952,56.408,57.83,2,36.27,36.27,38.089,1,87.369,87.369,88.72,1,40.912,40.912,44.237,1,41.603,41.603,43.503,1,36.799,36.799,38.487,1,32.18,32.18,33.952,1,72.857,72.857,79.095,1,4,,2,18,1,The train station situation,"Would you hurl the worker in front of the train, in order to save five people?",1,,1,17,0,7,7,7,7,3,5,5,5,0,5,40,15,
R_3eYUBcVqMXbWaIB,Default Response Set,Anonymous,124,2,0,9/23/16 16:54,9/23/16 17:14,1,1,I_wood press,C_vaccine,C_motocross,I_grizzly,C_transplant,C_nurse,C_wood press,C_torture,C_air show,I_transplant,I_vaccine,C_footbridge,C_grizzly,I_footbridge,I_torture,I_air show,C_cargo,I_cargo,I_motocross,I_nurse,complete,,1,,,1,1,1,Spanisch,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,13.129,13.129,14.038,1,198.003,198.41,199.336,2,18.593,18.593,22.727,1,40.285,40.285,43.146,1,15.242,15.242,16.35,1,42.659,42.659,45.306,1,20.409,20.409,21.527,1,32.649,32.649,33.622,1,54.993,54.993,56.143,1,43.264,43.264,44.319,1,22.482,22.482,23.567,1,21.001,21.001,26.271,1,30.027,30.027,31.992,1,28.386,34.803,36.448,2,47.244,47.244,48.989,1,16.712,16.712,17.549,1,17.019,17.019,18.008,1,21.591,21.591,22.564,1,15.756,15.756,23.841,1,103.604,103.604,104.672,1,4,,1,36,2,,Would you shove the worker in front of the train in order to save five people?,1,,2,15,60,7,7,7,7,7,7,7,7,0,50,70,70,"Nee, geht schon."
R_1M8iHPmcIV8NePb,Default Response Set,Anonymous,125,2,0,9/25/16 17:42,9/25/16 17:49,1,1,I_vaccine,C_wood press,C_air show,I_nurse,I_motocross,I_air show,I_footbridge,C_footbridge,I_cargo,I_wood press,C_cargo,I_transplant,C_grizzly,C_motocross,I_torture,C_transplant,C_nurse,C_vaccine,C_torture,I_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,9.924,9.924,10.721,1,10.317,10.317,11.383,1,18.741,19.708,20.216,2,3.729,4.593,5.729,2,1.784,1.784,2.732,1,1.9,1.9,2.87,1,19.303,19.303,20.153,1,4.069,4.069,5.323,1,1.465,4.029,5.396,2,1.53,1.53,2.451,1,3.621,4.348,7.1,2,1.247,1.86,3.806,2,1.385,3.13,4.298,3,1.46,12.213,13.099,4,5.454,5.454,7.136,1,17.103,18.338,18.77,2,1.18,1.18,2.338,1,3.716,5.687,6.64,2,1.095,1.095,2.176,1,1.472,1.472,2.278,1,,4,1,24,2,,Would you push the worker in front of the train to save five people?,3,Canada,2,16,4,6,6,6,6,6,6,6,6,55,40,40,70,
R_74FBlFDpQtHb057,Default Response Set,Anonymous,126,2,0,9/27/16 11:16,9/27/16 11:50,1,1,C_transplant,I_cargo,C_motocross,C_vaccine,I_torture,C_grizzly,I_nurse,I_wood press,I_air show,I_motocross,C_torture,I_grizzly,C_air show,C_cargo,C_nurse,C_footbridge,I_vaccine,I_transplant,C_wood press,I_footbridge,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,91.839,91.839,124.056,1,7.142,18.767,31.964,2,116.099,116.099,120.102,1,7.334,7.334,28.03,1,197.577,197.577,199.378,1,47.698,94.259,96.75,3,15.941,15.941,18.942,1,88.012,177.628,179.825,2,75.012,75.012,76.364,1,3.545,3.545,5.5,1,20.757,20.757,22.676,1,68.683,68.683,70.387,1,40.176,40.176,41.952,1,109.362,109.362,110.924,1,4.338,4.338,5.812,1,177.874,177.874,179.372,1,141.3,141.3,143.619,1,27.289,27.289,28.425,1,4.869,4.869,6.434,1,97.469,97.469,99.497,1,4,,2,18,2,,Would you throw the worker in front of the train in order to rescue five people?,3,Germany,1,13,37,7,7,7,7,5,5,4,4,9,20,19,10,
R_3f7zg6si60zeImN,Default Response Set,Anonymous,127,2,0,9/27/16 12:11,9/27/16 12:21,1,1,I_footbridge,C_wood press,C_motocross,C_grizzly,I_transplant,I_torture,I_grizzly,C_nurse,I_vaccine,C_vaccine,C_transplant,I_motocross,I_nurse,C_footbridge,I_wood press,I_cargo,C_cargo,C_torture,I_air show,C_air show,complete,,1,,,1,,1,Franzsisch ,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,13.386,13.723,14.905,2,4.015,4.015,5.468,1,9.307,9.307,10.916,1,6.561,8.248,12.952,2,7.169,7.169,8.173,1,7.369,8.955,9.373,2,40.776,40.776,42.059,1,9.295,9.295,10.534,1,8.883,8.883,10.166,1,11.876,11.876,12.722,1,10.686,10.686,11.576,1,4.375,5.253,5.704,2,5.792,6.861,7.267,2,5.343,5.343,6.49,1,14.773,15.414,16.384,2,23.874,23.874,24.854,1,14.431,14.431,15.861,1,12.506,12.506,13.475,1,21.839,21.839,22.911,1,10.217,10.217,11.253,1,,4,2,26,2,,"Would you push the worker in front of the train, in order to save five people?",1,,2,15,7,7,7,7,7,6,6,6,6,9,29,72,43,
R_bd8GyShschr9hsx,Default Response Set,Anonymous,128,2,0,9/27/16 14:28,9/27/16 15:03,1,1,I_vaccine,I_motocross,I_torture,I_transplant,C_air show,I_footbridge,C_wood press,C_nurse,I_wood press,C_motocross,C_vaccine,I_nurse,I_grizzly,C_cargo,I_cargo,C_transplant,I_air show,C_grizzly,C_footbridge,C_torture,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,54.685,55.581,57.19,2,81.65,81.65,82.62,1,70.712,70.712,71.818,1,94.15,116.982,117.839,2,28.184,28.184,30.353,1,96.645,96.645,97.661,1,129.024,129.024,151.169,1,86.871,86.871,88.503,1,51.194,51.194,52.46,1,67.612,67.612,69.469,1,25.609,25.609,26.634,1,42.638,42.638,51.599,1,58.639,58.639,60.592,1,36.226,36.226,37.243,1,124.558,124.558,125.543,1,60.062,60.062,61.022,1,65.656,65.656,66.802,1,84.373,84.373,86.942,1,78.623,78.623,81.823,1,70.898,70.898,71.852,1,,4,1,23,1,"The scenarios with the trains. Usually, do you pull the lever to save the multitude, but harm an individual.",Would you push the worker in front of the train to save the five people?,1,,1,18,0,7,7,7,7,4,5,5,6,0,25,80,15,Thank you for letting me participate!
R_eG8gegaLFhQUj4h,Default Response Set,Anonymous,129,2,0,9/27/16 15:17,9/27/16 15:41,1,1,C_transplant,I_nurse,I_torture,I_vaccine,C_vaccine,C_grizzly,C_footbridge,I_grizzly,C_air show,I_motocross,C_nurse,C_wood press,C_motocross,C_cargo,I_air show,C_torture,I_cargo,I_wood press,I_footbridge,I_transplant,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,28.472,28.472,31.021,1,41.81,41.81,44.508,1,38.861,38.861,40.835,1,53.722,53.722,55.945,1,21.187,21.187,24.957,1,53.438,53.438,55.854,1,53.847,62.292,64.43,3,37.917,37.917,40.894,1,33.931,33.931,36.228,1,64.795,64.795,67.027,1,21.73,21.73,25.922,1,30.104,30.104,32.133,1,23.544,23.544,32.112,1,33.735,33.735,40.38,1,40.708,40.708,51.512,1,51.653,51.653,53.72,1,64.328,64.328,67.822,1,31.013,31.013,34.169,1,22.534,22.534,24.928,1,36.917,36.917,39.184,1,4,,1,21,1,The only scenerio that seemed familiar would be the bombings that have gone on in the world (most notably in Paris). This scenerio seemed a lot more tied to real life than the others.,Would you push the worker in front of the train in order to save five people?,1,,2,14,24,7,7,7,7,6,6,6,6,0,45,65,60,
R_8cUMYXAqafK8Y5f,Default Response Set,Anonymous,130,2,0,9/27/16 15:47,9/27/16 16:38,1,1,C_cargo,I_nurse,C_torture,I_air show,I_cargo,I_vaccine,C_air show,C_vaccine,C_grizzly,C_footbridge,I_grizzly,I_torture,C_nurse,C_transplant,C_wood press,C_motocross,I_footbridge,I_transplant,I_motocross,I_wood press,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,58.611,58.611,60.594,1,41.455,215.84,217.672,2,99.453,99.453,101.93,1,178.518,178.518,179.831,1,194.379,194.379,197.068,1,85.251,85.251,86.515,1,88.934,88.934,89.913,1,96.045,96.045,97.79,1,52.685,52.685,54.032,1,237.215,237.215,238.503,1,29.855,29.855,31.499,1,131.269,131.269,138.38,1,34.674,34.674,36.244,1,118.51,118.51,119.884,1,68.546,68.546,70.237,1,157.438,157.438,158.798,1,164.799,164.799,196.75,1,45.681,45.681,47.236,1,38.789,38.789,39.982,1,127.732,127.732,129.055,1,,4,2,18,1,"The scenario where you kill the person on life support and use their organs to save five others. I have definitely heard that one before. The scenario with the train about to crash into the workers on the tracks was familiar, but the method of pushing someone in front of it to stop it was slightly different (I had heard of there being a switch that you could flip to send the train at someone else). The other scenarios were not directly familiar, but some still had that element of killing one person in order to save others that was familiar. ",Would you push the worker in front of the train to save five people?,1,,1,12,0,7,7,7,7,5,4,4,5,10,5,19,15,"I was a very interesting study. I was able to understand more of the German than I would have thought, just from context, which I liked. I will say that the instructions at the beginning were a little confusing to me (since I am not fluent in German), but it was all clear enough once I started the scenarios."
R_3OfxZHQk0jX1lIN,Default Response Set,Anonymous,131,2,0,9/27/16 19:11,9/27/16 19:51,1,1,C_torture,I_cargo,I_torture,C_motocross,C_cargo,I_transplant,I_nurse,C_transplant,I_grizzly,I_footbridge,I_motocross,C_nurse,I_wood press,I_vaccine,C_footbridge,C_grizzly,C_vaccine,I_air show,C_air show,C_wood press,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,85.168,85.168,89.832,1,109.902,109.902,111.087,1,75.111,75.111,76.512,1,14.102,75.302,76.399,12,46.687,46.687,47.838,1,22.416,22.416,23.615,1,267.204,267.204,298.233,1,37.921,37.921,38.683,1,132.71,132.71,133.885,1,57.106,57.106,63.674,1,67.78,67.78,68.629,1,17.185,17.185,17.924,1,40.399,40.399,42.13,1,30.673,30.673,31.59,1,301.662,301.662,302.457,1,5.954,5.954,21.872,1,75.137,75.137,76.733,1,26.434,26.434,27.366,1,29.512,29.512,30.681,1,52.14,52.14,60.34,1,4,,1,26,2,,Would you push the worker in front of the train in order to save the lives of five people?,1,,3,18,31,7,7,7,7,6,6,6,5,0,50,50,27,"Perhaps there is a typo on #5(or #4?): ""ihm zu stoppen"" /  / The final questions might have included host family contact. When I saw ""with your family"" I thought, which family? My experience through whatsapp and skype today is close and daily contact with my German family and friends. "
R_2meNzBnPfBQFDSJ,Default Response Set,Anonymous,132,2,0,9/28/16 13:53,9/28/16 14:31,1,1,C_grizzly,I_grizzly,I_cargo,C_cargo,C_torture,C_nurse,I_transplant,I_air show,C_footbridge,C_air show,I_motocross,I_vaccine,I_footbridge,C_wood press,I_wood press,C_transplant,I_nurse,I_torture,C_motocross,C_vaccine,complete,,1,,,1,,1,Franzsisch,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,217.073,217.073,217.916,1,22.802,22.802,46.271,1,12.554,12.554,13.552,1,160.735,160.735,165.278,1,255.264,255.264,256.144,1,36.215,36.215,45.306,1,47.374,47.374,48.258,1,23.166,25.023,26.202,2,20.778,20.778,21.68,1,56.382,56.382,58.283,1,64.542,64.542,67.227,1,43.06,43.06,50.024,1,35.187,35.187,36.466,1,23.108,23.108,31.674,1,67.486,67.486,68.561,1,76.882,76.882,84.893,1,46.386,46.386,47.247,1,44.659,44.659,46.791,1,17.441,17.441,20.984,1,21.969,21.969,22.967,1,4,,2,48,2,,Would you push the worker in front of the train in order to rescue five people?,1,,2,24,264,7,7,7,7,7,7,7,7,33,33,33,33,"I found the response options limited to yes/no frustrating, because they oversimplified the scenarios - I felt there might be other options that were less extreme, and would have liked to request more information prior to making a decision."
R_7OPqGE6RonQuJMN,Default Response Set,Anonymous,133,2,0,9/28/16 13:58,9/28/16 14:45,1,1,I_transplant,I_torture,I_grizzly,I_nurse,C_wood press,I_air show,I_wood press,C_vaccine,I_footbridge,I_cargo,C_grizzly,C_footbridge,I_motocross,I_vaccine,C_motocross,C_transplant,C_cargo,C_torture,C_nurse,C_air show,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,76.278,76.278,78.307,1,8.633,8.633,14.883,1,240.429,240.429,241.157,1,135.24,135.24,136.06,1,12.089,12.089,32.367,1,11.169,11.169,43.623,1,110.987,110.987,111.689,1,39.914,39.914,41.358,1,33.604,33.604,34.284,1,52.234,52.234,159.304,1,108.914,108.914,110.223,1,25.225,25.225,40.724,1,38.507,38.507,43.794,1,116.954,116.954,117.983,1,136.564,229.658,233.365,2,79.516,79.516,80.127,1,17.336,186.001,186.695,2,53.23,53.23,53.824,1,78.852,78.852,79.599,1,46.611,46.611,52.817,1,,4,2,19,1,Pushing someone to slow the train.,"Would you push the worker in front of the train, in order to save five people.",1,,2,11,1,7,7,7,7,5,5,5,6,2,10,20,11,
R_3sZwZrWufeICMtv,Default Response Set,Anonymous,134,2,0,9/28/16 15:45,9/28/16 16:18,1,1,I_torture,I_footbridge,C_footbridge,I_grizzly,I_transplant,C_motocross,I_nurse,I_cargo,I_wood press,I_air show,I_vaccine,C_air show,C_vaccine,C_torture,C_grizzly,C_cargo,C_transplant,I_motocross,C_nurse,C_wood press,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,141.414,141.414,142.836,1,5.396,5.396,6.086,1,28.327,93.822,95.14,6,125.182,125.182,137.95,1,24.89,67.597,68.513,4,202.744,202.744,204.239,1,7.064,7.064,8.199,1,81.785,82.748,141.43,2,20.92,20.92,45.236,1,5.622,11.91,13.189,2,55.646,106.403,107.432,4,12.857,12.857,14.027,1,9.8,9.8,10.941,1,9.237,9.237,29.99,1,98.045,98.045,99.105,1,57.901,57.901,60.603,1,269.189,269.189,270.44,1,2.639,2.639,3.974,1,60.135,60.135,61.079,1,72.368,72.368,76.338,1,,4,1,19,2,,"Would you push the workers in front of the train, to save five people?",1,,2,17,12,7,7,7,7,5,5,5,5,25,35,35,15,
R_4PgViYULMk5P0QB,Default Response Set,Anonymous,135,2,0,9/28/16 14:49,9/28/16 16:58,1,1,C_footbridge,C_air show,I_wood press,I_motocross,C_cargo,I_footbridge,C_grizzly,C_nurse,I_transplant,I_cargo,C_vaccine,C_motocross,C_torture,C_transplant,I_vaccine,I_nurse,I_grizzly,I_air show,I_torture,C_wood press,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,22.748,22.748,23.755,1,58.077,58.077,61.251,1,37.205,40.28,45.481,3,46.571,46.571,47.194,1,31.991,31.991,32.834,1,42.463,42.463,43.126,1,48.167,48.167,49.561,1,107.533,107.533,108.312,1,52.73,52.73,53.485,1,47.858,47.858,49.269,1,51.091,51.091,100.975,1,25.954,25.954,27.389,1,50.118,50.118,52.744,1,66.038,66.038,66.884,1,162.629,167.763,170.936,3,54.512,54.512,55.173,1,339.662,340.262,341.276,2,108.045,108.045,111.718,1,21.426,21.426,23.121,1,58.605,58.605,59.327,1,4,,2,24,2,,Would you push the worker in front of the train in order to save the other 5 people?,1,,2,18,19,7,7,7,7,7,7,7,7,0,32,70,37,
