V1,V2,V3,V4,V5,V7,V8,V9,V10,Source,Code,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Q31,Include
R_1cSyVsRSEct2SbX,Default Response Set,Anonymous,100,2,,9/8/16 7:37,9/8/16 8:00,0,404,A78B,I_cargo,C_footbridge,C_nurse,C_torture,I_grizzly,C_motocross,C_transplant,I_air show,C_vaccine,C_air show,I_motocross,I_nurse,I_footbridge,C_grizzly,C_wood press,I_wood press,I_transplant,C_cargo,I_vaccine,I_torture,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,80.145,80.145,81.13,1,27.253,27.253,28.781,1,29.163,29.163,30.161,1,53.253,53.253,54.168,1,42.487,42.487,43.576,1,40.378,40.378,42.685,1,31.706,31.706,33.182,1,49.012,49.012,49.912,1,31.104,31.104,32.264,1,57.722,57.722,59.046,1,15.68,15.68,16.629,1,31.806,31.806,32.911,1,27.776,39.521,40.606,4,35.83,35.83,36.769,1,60.983,60.983,62.441,1,39.142,39.142,40.29,1,35.689,35.689,36.757,1,55.413,55.413,56.681,1,29.632,29.632,30.804,1,47.088,47.088,50.637,1,,4,2,31,2,,"Ist es moralisch richtig, den benachtbarten Mann zu sto§en um vier andere Personen davor zu bewahren zu sterben?",1,,2,7,2,7,7,7,7,2,5,5,2,0,18,26,63,,,1
R_SBlp8yux0r5eoc9,Default Response Set,Anonymous,101,2,,9/8/16 10:26,9/8/16 10:51,0,9853,Z866B,C_vaccine,C_air show,I_nurse,C_motocross,I_wood press,C_transplant,I_transplant,I_vaccine,C_wood press,I_cargo,I_grizzly,I_air show,I_torture,C_nurse,I_footbridge,C_cargo,C_footbridge,C_torture,C_grizzly,I_motocross,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,72.352,72.352,73.642,1,12.815,12.815,14.246,1,39.967,39.967,42.006,1,4.711,4.711,6.666,1,38.63,38.63,39.786,1,82.41,82.41,83.949,1,35.451,35.451,36.708,1,34.152,34.152,36.038,1,52.987,52.987,54.396,1,22.654,22.654,23.78,1,19.117,19.117,20.247,1,28.866,29.914,31.167,2,26.153,26.153,28.17,1,71.823,71.87,73.26,2,59.326,59.326,60.626,1,10.707,10.707,12.264,1,52.729,52.729,54.133,1,37.454,37.454,38.663,1,39.169,39.169,40.858,1,22.626,52.908,54.004,12,4,,1,52,1,Train accident where 5 men can be rescue for one man dead.,"Es ist moralisch, die nahestehenden Mann zu sto§en, um 4 andere Mnner vor dem Tode zu bewahren.",1,,2,11,1,7,7,7,6,5,5,5,5,0,19,30,30,,,1
R_2wQtvu2njsmX8R9,Default Response Set,Anonymous,102,2,,9/8/16 9:23,9/8/16 10:37,0,2442,A248B,C_motocross,C_cargo,I_air show,I_wood press,C_transplant,C_torture,C_footbridge,C_nurse,I_transplant,I_nurse,I_torture,C_vaccine,I_footbridge,C_air show,I_cargo,I_vaccine,C_grizzly,C_wood press,I_motocross,I_grizzly,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,28.272,28.272,29.053,1,45.948,45.948,49.983,1,1682.677,1682.677,1683.57,1,56.68,56.68,57.479,1,1527.171,1527.171,1528.514,1,35.212,35.212,40.049,1,39.368,39.368,40.58,1,41.62,80.449,81.598,2,51.979,51.979,52.821,1,33.748,33.748,35.052,1,35.692,35.692,36.475,1,31.437,31.437,32.762,1,24.678,24.678,25.911,1,33.752,33.752,34.423,1,19.673,19.673,20.778,1,52.979,52.979,54.093,1,17.169,17.169,18.29,1,44.653,44.653,45.379,1,22.14,22.14,22.901,1,13.841,13.841,15.018,1,,4,1,34,2,,"Es ist moralisch korrekt den Nebenmann zu sto§en, um vier andere Menschen vor dem Tod zu bewahren.",1,,1,10,0,7,7,7,7,5,5,5,5,0,16,23,22,,,1
R_24o35NEGpYOJLuh,Default Response Set,Anonymous,103,2,,9/8/16 9:39,9/8/16 9:44,0,4208,A395Y,C_cargo,C_footbridge,I_motocross,C_nurse,I_vaccine,C_torture,C_air show,I_nurse,I_torture,C_vaccine,I_wood press,C_grizzly,I_transplant,I_grizzly,I_air show,C_wood press,C_motocross,I_cargo,C_transplant,I_footbridge,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,0.667,1.659,3.708,2,5.117,6.068,9.169,2,3.735,6.103,6.731,3,0.623,1.943,2.625,2,0.841,1.873,2.84,2,0.994,2.509,3.019,2,1.812,2.78,3.214,2,0.736,1.518,2.054,2,1.234,3.305,3.827,3,0.841,1.664,2.209,2,0.802,0.802,1.492,1,0.807,0.807,1.527,1,0.981,0.981,2.695,1,0.906,0.906,1.808,1,0.669,2.533,2.946,4,0.765,1.813,2.478,2,1.087,6.142,6.724,3,1.317,2.862,3.569,2,0.542,0.542,1.535,1,3.502,4.559,5.165,2,,4,2,33,2,,"Es ist moralisch vertretbar, den Mann nebenan zu sto§en, um das Leben vier anderer Menschen zu retten.",1,,1,10,12,4,4,4,4,4,4,4,4,49,49,50,50,,,1
R_RXobCGxWG0vu0Ex,Default Response Set,Anonymous,104,2,,9/8/16 9:40,9/8/16 10:36,0,9217,Z813Y,I_vaccine,I_air show,C_cargo,I_cargo,C_footbridge,C_motocross,I_grizzly,C_nurse,I_motocross,I_torture,C_transplant,I_transplant,C_grizzly,I_nurse,C_torture,C_wood press,I_wood press,C_air show,I_footbridge,C_vaccine,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,3,3,3,2,2,3,3,2,1,44.402,44.402,46.659,1,176.335,180.336,181.993,2,68.132,68.132,69.708,1,56.315,56.315,59.776,1,264.015,264.015,265.683,1,9.683,12.73,14.369,2,49.072,49.072,50.701,1,63.15,63.15,64.229,1,79.621,79.621,81.297,1,89.617,89.617,90.699,1,152.8,152.8,153.99,1,103.517,103.517,105.73,1,45.021,307.987,310.122,19,12.878,12.878,13.931,1,112.934,112.934,114.417,1,40.303,40.303,41.427,1,183.129,183.129,185.278,1,52.739,52.739,53.911,1,15.283,15.283,16.456,1,429.662,429.662,431.797,1,,4,2,49,2,,Ist es moralisch korrekt einen Mann zu tten um 4 andere zu retten ???,1,,1,15,0,7,7,7,7,1,1,1,2,0,0,0,0,,,1
R_SPmLQJNigRdzKPD,Default Response Set,Anonymous,105,2,,9/8/16 10:32,9/8/16 10:47,0,6890,A619Y,C_footbridge,C_grizzly,I_motocross,C_wood press,I_nurse,C_cargo,I_vaccine,C_air show,I_torture,I_air show,C_torture,I_footbridge,I_cargo,C_nurse,I_grizzly,C_motocross,I_wood press,C_transplant,I_transplant,C_vaccine,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,3.842,3.842,60.63,1,68.646,68.646,69.388,1,19.927,19.927,20.791,1,41.048,41.048,41.867,1,9.652,9.652,10.629,1,27.273,27.273,28.131,1,35.46,35.46,36.437,1,54.598,54.598,55.51,1,5.783,5.783,20.071,1,81.604,81.604,82.553,1,8.157,8.157,35.868,1,12.515,12.515,13.487,1,10.136,10.136,14.437,1,8.691,8.691,12.133,1,3.876,3.876,27.182,1,39.272,39.272,40.309,1,19.651,19.651,20.588,1,3.565,3.565,4.836,1,2.597,2.597,20.859,1,29.589,29.589,30.908,1,,4,1,35,2,,"Es ist moralisch vertretbar, den nahestehenden Mann zu schubsen um die anderen 4 Leute vor dem Tod zu bewahren.",1,,2,11,5,7,7,7,6,5,6,6,6,0,0,18,39,,,1
R_1FYy3wo70uATjoh,Default Response Set,Anonymous,106,1,0,9/8/16 2:02,9/8/16 2:19,1,9951,Z874B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,6.248,6.248,7.072,1,9.587,9.587,11.14,1,6.808,7.343,8.128,2,7.001,7.001,7.851,1,17.886,17.886,19.327,1,2.291,2.291,4.356,1,17.121,17.121,17.977,1,48.013,48.013,48.766,1,7.379,7.379,7.948,1,4.082,4.082,4.811,1,9.09,9.09,9.748,1,173.226,173.226,174.171,1,91.046,91.046,91.727,1,37.49,37.49,38.203,1,4.996,4.996,5.7,1,2.964,2.964,3.668,1,6.673,6.673,7.563,1,258.835,267.642,268.532,2,12.833,12.833,14.626,1,3.194,3.194,3.891,1,4,,2,19,2,,Would you push the worker in front of the train in order to save five people?,1,,2,10,0,7,7,7,7,6,6,7,6,0,30,44,48,,1,1
R_2gfhKlT2PfGZhTz,Default Response Set,Anonymous,107,1,0,9/8/16 2:43,9/8/16 2:54,1,9951,Z874B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,3.895,3.895,5.574,1,33.572,34.677,35.905,2,13.077,13.077,14.804,1,25.633,27.552,28.377,2,18.152,18.152,19.847,1,15.329,15.329,17.44,1,22.325,22.325,24.984,1,9.673,9.673,11.398,1,16.078,22.45,24.701,3,35.44,35.44,38.407,1,9.69,9.69,11.833,1,8.353,9.37,12.653,2,12.624,12.624,14.472,1,12.309,12.309,14.488,1,32.905,32.905,34.579,1,9.989,11.023,12.132,2,31.188,32.828,36.309,2,10.584,10.584,12.332,1,7.387,7.387,9.284,1,17.545,17.545,19.389,1,4,,1,21,1,The one with the plane,Would you push the worker infront of the train to save the other five persons?,1,,1,8,12,7,7,7,7,6,6,6,6,0,0,50,71,nope,1,1
R_3GqsEp9nDbJVLyJ,Default Response Set,Anonymous,108,1,0,9/8/16 2:46,9/8/16 2:59,1,474,A84B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,13.404,14.652,15.853,2,18.234,20.521,21.167,3,23.125,24.39,25.346,2,13.166,14.334,15.132,2,3.16,22.512,23.284,4,13.884,15.596,16.497,2,20.094,28.198,28.997,2,15.97,17.514,19.345,2,13.966,14.886,15.726,2,22.725,24.069,25.106,2,19.138,20.122,20.975,2,8.568,10.344,11.021,3,14.718,27.173,27.994,3,13.724,16.379,17.057,3,26.669,27.908,29.262,2,22.102,24.765,25.517,3,13.724,20.246,20.763,3,12.95,15.654,16.459,2,15.222,17.119,17.795,3,8.83,10.351,11.292,2,,4,2,53,2,,Would you push the worker in front of the train to save five other persons?,1,,1,12,2,7,7,7,7,5,5,5,4,0,0,32,41,none,1,1
R_ZpIx0AWbon70eBj,Default Response Set,Anonymous,109,1,0,9/8/16 2:44,9/8/16 3:00,1,3698,A353Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,5.636,5.636,6.638,1,32.767,32.767,33.96,1,20.817,20.817,21.914,1,38.289,38.289,39.708,1,27.561,27.561,28.81,1,17.955,17.955,19.522,1,30.361,31.426,31.94,2,24.988,24.988,26.644,1,37.087,37.087,38.194,1,22.706,22.706,23.883,1,34.83,34.83,36.168,1,14.966,14.966,16.038,1,19.612,19.612,21.47,1,26.655,26.655,27.929,1,13.898,13.898,15.132,1,51.496,51.496,52.657,1,17.85,17.85,19.244,1,28.073,28.073,29.165,1,17.416,17.416,18.762,1,41.032,41.032,42.097,1,,4,2,23,1,The scenario about motorcycling felt familiar.,Would you push the worker in front of the train to save five persons?,1,,2,9,1,7,7,7,7,5,6,6,6,0,30,51,83,,1,1
R_1FzHl09jq38FCqE,Default Response Set,Anonymous,110,1,0,9/8/16 2:55,9/8/16 3:05,1,1602,A178B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,29.658,29.658,30.683,1,16.735,16.735,18.322,1,20.817,20.817,21.578,1,12.32,12.32,13.313,1,17.595,17.595,18.548,1,11.309,11.309,12.174,1,13.985,13.985,15.186,1,17.692,18.164,19.349,2,13.965,15.045,16.998,2,31.557,31.557,32.846,1,12.501,12.501,13.478,1,13.862,13.862,15.032,1,14.353,14.353,15.491,1,18.988,18.988,22.117,1,30.527,30.527,31.568,1,17.565,18.301,18.606,2,12.739,12.739,13.701,1,32.693,32.693,33.718,1,20.995,20.995,22.084,1,12.654,12.654,13.432,1,,4,2,26,2,,Would you push the worker in front of the train to save 5 people?,1,,2,10,12,7,7,7,7,6,5,7,7,19,0,76,74,,1,1
R_tRseDZste9aZVfP,Default Response Set,Anonymous,111,1,0,9/8/16 2:45,9/8/16 3:07,1,2925,Z288B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,488.085,488.085,488.976,1,16.275,16.275,18.197,1,17.865,17.865,19.059,1,23.854,23.854,25.152,1,26.23,26.23,33.913,1,13.082,13.082,14.728,1,29.314,29.314,32.447,1,27.596,27.596,29.214,1,16.382,16.382,17.28,1,27.961,27.961,30.371,1,14.389,14.389,15.232,1,14.748,14.748,16.559,1,12.027,12.027,13.941,1,22.211,22.211,24.486,1,20.162,20.162,21.699,1,36.331,36.331,37.326,1,39.372,39.372,40.518,1,15.726,15.726,16.889,1,20.891,20.891,21.893,1,20.863,20.863,21.901,1,,4,1,35,2,,Would you push the worker in front of the Train to save five persons?,1,,1,12,0,7,7,7,7,5,7,7,5,0,0,82,50,,1,1
R_wTU00MBBsLxxIsN,Default Response Set,Anonymous,112,1,0,9/8/16 2:49,9/8/16 3:07,1,5537,Z506B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,26.691,26.691,30.818,1,16.681,16.681,29.857,1,11.402,11.402,12.4,1,28.878,28.878,31.35,1,10.372,10.372,11.342,1,18.246,18.246,25.898,1,25.69,25.69,28.238,1,21.484,21.484,22.572,1,17.987,19.881,20.691,2,22.886,22.886,25.526,1,26.966,26.966,28.166,1,13.718,13.718,15.228,1,9.717,9.717,15.573,1,22.99,22.99,28.644,1,16.604,16.604,20.728,1,17.481,17.481,19.655,1,14.313,14.313,15.166,1,22.755,22.755,24.002,1,27.658,27.658,29.926,1,14.74,14.74,15.714,1,4,,2,19,2,,Would you  move the worker in front of a train to save five people?,1,,1,9,2,7,7,7,7,7,6,7,6,35,88,87,78,No.,1,1
R_25dyUIYhy2juF6V,Default Response Set,Anonymous,113,1,0,9/8/16 2:53,9/8/16 3:09,1,5001,Z461Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,23.554,23.554,24.792,1,14.66,14.66,16.856,1,15.628,15.628,16.883,1,22.021,22.021,23.248,1,43.524,43.524,45.014,1,20.627,20.627,22.841,1,25.121,25.121,26.54,1,18.691,18.691,20.332,1,18.489,18.489,20.426,1,24.362,24.362,26.091,1,14.184,14.184,15.675,1,13.449,24.911,26.712,2,19.719,19.719,21.093,1,28.039,28.039,29.497,1,26.115,26.115,27.357,1,30.956,30.956,32.3,1,17.234,17.234,18.522,1,11.964,11.964,13.309,1,16.386,16.386,17.571,1,18.917,18.917,20.261,1,,4,2,55,1,the situations in a hospital,Would you push the worker in front of the train in order to rescue 4 persons?,1,,2,10,24,7,7,7,7,6,6,6,6,0,4,40,20,none,1,1
R_1Kjy6mOLZcF26HC,Default Response Set,Anonymous,114,1,0,9/8/16 2:48,9/8/16 3:09,1,8170,A725Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1.946,1.946,3.318,1,5.17,5.17,6.206,1,5.811,5.811,6.871,1,8.683,8.683,9.543,1,46.456,46.456,47.661,1,7.137,7.137,8.093,1,3.627,3.627,4.935,1,45.572,45.572,46.68,1,4.487,4.487,5.323,1,14.008,14.008,15.196,1,7.828,7.828,9.232,1,27.321,27.321,28.213,1,10.342,10.342,11.179,1,4.767,5.703,6.531,2,17.266,17.266,18.558,1,27.43,27.43,28.513,1,25.775,25.775,26.595,1,2.507,2.507,3.328,1,3.106,4.026,5.486,2,8.748,8.748,9.648,1,4,,2,22,1,"The one with the train, the hospital scenes, the bear scene, the wood-company scene, the moto scene, ... i think every scene was double;-)",Would you push the worker in front of the train to rescue five persons?,1,,3,10,0,7,7,7,7,5,6,5,5,10,19,72,72,,1,1
R_1LRMsHGPBS47HSZ,Default Response Set,Anonymous,115,1,0,9/8/16 2:52,9/8/16 3:10,1,6352,A574B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2.667,42.467,43.413,4,9.181,18.445,19.272,3,2.811,30.531,31.378,3,24.566,26.102,26.418,2,53.716,53.716,54.94,1,4.434,15.838,16.954,2,2.249,11.521,12.631,2,1.797,31.949,32.571,3,1.725,9.97,10.546,3,1.225,42.058,43.383,3,136.796,138.155,138.832,3,11.397,20.82,21.523,3,21.503,23.059,23.864,2,2.693,34.118,34.745,3,49.887,51.005,51.833,2,10.64,15.007,15.877,3,1.689,17.433,18.016,3,35.763,37.107,37.986,2,30.514,32.491,33.816,2,19.527,19.527,20.46,1,,4,1,32,2,,Would you push the worker in front of the train to protect 5 persons?,1,,1,10,0,7,7,7,7,4,5,5,4,3,3,15,40,,1,1
R_3PH8KaH2gptRb1E,Default Response Set,Anonymous,116,1,0,9/8/16 2:55,9/8/16 3:12,1,3417,Z329Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,65.158,65.158,66.494,1,7.158,14.854,16.309,5,15.326,27.086,27.367,5,24.145,24.145,26.128,1,25.238,25.238,26.309,1,12.265,13.673,14.752,2,17.747,17.747,18.746,1,31.174,31.174,31.959,1,29.337,29.337,30.703,1,45.698,45.698,46.785,1,18.837,18.837,20.308,1,3.3,12.772,13.187,5,108.539,108.979,110.275,2,7.268,36.211,41.921,3,33.014,49.502,51.669,3,77.809,77.809,78.719,1,20.37,20.37,21.608,1,2.73,23.706,24.585,7,11.135,15.328,15.943,4,21.808,31.08,32.52,4,4,,1,23,1,The scenario of the workers on the train tracks,Would you push the worker in front of the train to save the fife persons?,1,,3,5,5,7,7,7,7,6,6,6,5,0,32,50,42,,1,1
R_T10blu0c49uxNo5,Default Response Set,Anonymous,117,1,0,9/8/16 3:04,9/8/16 3:12,1,8551,Z757Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.197,21.197,21.972,1,2.27,2.27,4.075,1,13.809,13.809,17.811,1,3.155,3.155,4.624,1,5.799,5.799,7.692,1,24.446,24.446,25.563,1,3.425,3.425,5.39,1,29.888,29.888,30.779,1,3.515,3.515,5.469,1,31.794,31.794,32.746,1,12.066,12.066,13.129,1,2.887,2.887,4.205,1,5.141,5.141,10.045,1,17.042,18.426,18.745,2,3.095,3.095,4.412,1,6.45,6.45,7.791,1,16.816,16.816,26.335,1,2.855,2.855,4.211,1,16.34,16.34,17.536,1,4.057,4.057,4.974,1,4,,1,38,2,,Would you push the worker in front of the train to rescue 5 persons?,1,,2,15,28,7,7,7,7,6,6,6,5,9,20,39,62,,1,1
R_usNuBqgkwIFHSEh,Default Response Set,Anonymous,118,1,0,9/8/16 2:55,9/8/16 3:16,1,1092,A136B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,27.919,27.919,29.222,1,34.93,34.93,39.266,1,23.677,23.677,25.557,1,50.238,50.238,51.118,1,29.984,29.984,31.224,1,26.918,26.918,29.461,1,20.209,20.209,21.441,1,52.911,52.911,54.039,1,57.045,57.045,58.132,1,62.308,62.308,63.292,1,16.643,16.643,17.41,1,21.519,21.519,23.999,1,23.267,23.267,24.243,1,87.081,87.081,88.466,1,38.997,38.997,40.037,1,48.437,48.437,49.445,1,34.379,34.379,35.267,1,19.977,20.249,21.217,2,30.101,30.101,31.045,1,26.871,26.871,27.927,1,4,,1,27,1,The Plane Crash,Would you push the worker into the Train to save 5 peoples life,1,,2,12,3,7,7,7,7,5,6,5,4,0,50,62,85,,1,1
R_u8m0nqHDeuGHHxv,Default Response Set,Anonymous,119,1,0,9/8/16 3:02,9/8/16 3:17,1,4069,Z384B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,18.293,18.293,20.5,1,22.543,22.543,24.776,1,16.688,16.688,19.382,1,30.153,30.153,32.277,1,35.61,35.61,37.784,1,20.039,20.039,22.006,1,13.427,13.427,15.577,1,20.685,20.685,23.416,1,32.627,32.627,34.409,1,15.946,15.946,18.104,1,19.124,19.124,20.893,1,23.926,23.926,25.133,1,16.097,16.097,19.242,1,24.048,24.048,25.4,1,32.134,32.134,34.025,1,21.265,21.265,23.51,1,21.036,21.036,22.458,1,16.189,16.189,17.763,1,16.221,16.221,18.302,1,15.404,15.404,17.545,1,,4,1,63,2,,Would you throw the worker in front of the train to save five people ?,1,,2,12,1,7,7,7,7,3,5,5,3,0,0,6,5,No,1,1
R_3D10hdi3c7sT947,Default Response Set,Anonymous,120,1,0,9/8/16 3:12,9/8/16 3:22,1,8819,Z779Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17.318,17.318,18.323,1,7.091,7.091,7.848,1,7.727,7.727,8.416,1,35.137,35.137,36.322,1,18.985,18.985,19.833,1,35.179,35.179,36.106,1,19.237,19.237,19.995,1,20.774,20.774,22.027,1,6.717,6.717,8.015,1,25.885,25.885,26.699,1,5.986,5.986,6.777,1,11.999,11.999,13.049,1,10.698,10.698,11.591,1,9.827,10.625,11.327,2,23.482,23.482,24.442,1,26.843,26.843,27.657,1,26.049,26.049,26.851,1,12.415,12.415,13.757,1,8.448,8.448,9.599,1,19.392,19.392,20.611,1,4,,2,39,2,,Would you push the worker in front of the train to save five people?,1,,1,10,3,7,7,7,7,5,7,7,5,0,20,93,100,,1,1
