ResponseID,ResponseSet,Name,Language,SID,Language1GERMANL12EnglishL2,ExclusionReason,Include,EmailAddress,Status,StartDate,EndDate,Finished,status,WhatisyournativelanguageGerman,WhatisyournativelanguageEnglish,WhatisyournativelanguageOther,WhatisyournativelanguageOtherTEX,v20,v21,v22,Whatlanguagesdoyouspeakataninter,v24,v25,v26,v27,v28,v29,GrowingupdidyouusealotofEnglisha,Pleasereadthetextbelowandanswert,v32,AgreementtoParticipateinResearch,Onthefollowingscreensyouwillseea,ScenariolmCurrentLoopNumberof201,ScenariolmCurrentLoopNumberof202,ScenariolmCurrentLoopNumberof203,ScenariolmCurrentLoopNumberof204,ScenariolmCurrentLoopNumberof205,ScenariolmCurrentLoopNumberof206,ScenariolmCurrentLoopNumberof207,ScenariolmCurrentLoopNumberof208,ScenariolmCurrentLoopNumberof209,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,ImaginethefollowinglmField31,ImaginethefollowinglmField32,ImaginethefollowinglmField33,ImaginethefollowinglmField34,ImaginethefollowinglmField35,ImaginethefollowinglmField36,ImaginethefollowinglmField37,ImaginethefollowinglmField38,ImaginethefollowinglmField39,ImaginethefollowinglmField310,ImaginethefollowinglmField311,ImaginethefollowinglmField312,ImaginethefollowinglmField313,ImaginethefollowinglmField314,ImaginethefollowinglmField315,ImaginethefollowinglmField316,ImaginethefollowinglmField317,ImaginethefollowinglmField318,ImaginethefollowinglmField319,ImaginethefollowinglmField320,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,Timing1FirstClick,Timing1LastClick,Timing1QuestionTextTimingPageSub,Timing1QuestionTextTimingClickCo,Timing2FirstClick,Timing2LastClick,Timing2QuestionTextTimingPageSub,Timing2QuestionTextTimingClickCo,Timing3FirstClick,Timing3LastClick,v105,v106,v107,Timing4LastClick,Timing4QuestionTextTimingPageSub,Timing4QuestionTextTimingClickCo,Timing5FirstClick,Timing5LastClick,Timing5QuestionTextTimingPageSub,Timing5QuestionTextTimingClickCo,Timing6FirstClick,Timing6LastClick,Timing6QuestionTextTimingPageSub,Timing6QuestionTextTimingClickCo,Timing7FirstClick,Timing7LastClick,Timing7QuestionTextTimingPageSub,Timing7QuestionTextTimingClickCo,Timing8FirstClick,Timing8LastClick,Timing8QuestionTextTimingPageSub,Timing8QuestionTextTimingClickCo,Timing9FirstClick,Timing9LastClick,Timing9QuestionTextTimingPageSub,Timing9QuestionTextTimingClickCo,Timing10FirstClick,Timing10LastClick,Timing10QuestionTextTimingPageSu,Timing10QuestionTextTimingClickC,Timing11FirstClick,Timing11LastClick,Timing11QuestionTextTimingPageSu,Timing11QuestionTextTimingClickC,Timing12FirstClick,Timing12LastClick,Timing12QuestionTextTimingPageSu,Timing12QuestionTextTimingClickC,Timing13FirstClick,Timing13LastClick,Timing13QuestionTextTimingPageSu,Timing13QuestionTextTimingClickC,Timing14FirstClick,Timing14LastClick,Timing14QuestionTextTimingPageSu,Timing14QuestionTextTimingClickC,Timing15FirstClick,Timing15LastClick,Timing15QuestionTextTimingPageSu,Timing15QuestionTextTimingClickC,Timing16FirstClick,Timing16LastClick,Timing16QuestionTextTimingPageSu,Timing16QuestionTextTimingClickC,Timing17FirstClick,Timing17LastClick,Timing17QuestionTextTimingPageSu,Timing17QuestionTextTimingClickC,Timing18FirstClick,Timing18LastClick,Timing18QuestionTextTimingPageSu,Timing18QuestionTextTimingClickC,Timing19FirstClick,Timing19LastClick,Timing19QuestionTextTimingPageSu,Timing19QuestionTextTimingClickC,Timing20FirstClick,Timing20LastClick,Timing20QuestionTextTimingPageSu,Timing20QuestionTextTimingClickC,Ignoranceisbliss,Itisbetternottoknowtoomuchaboutt,Inthiscomplicatedworldofourstheo,Thereisonlyonerightwaytodoanythi,Apersoneitherknowstheanswertoaqu,Youcanclassifyalmostallpeoplease,Peopleareeithergoodorbad,Lifeisbasicallythesamemostofthet,Thingsoftengowrongformebynofault,Iwouldfeelmuchbetterifmypresentc,Iamannoyedbyunhappypeoplewhojust,Peoplemaketoomuchofthefeelingsan,TherearesomepeopleIknowIwouldnev,Icanbecomfortablewithallkindsofp,ItÕsnotreallymyproblemifothersar,Aproblemhaslittleattractionforme,Itrytoanticipateandavoidsituatio,Ipreferjusttoletthingshappenrath,Simplyknowingtheanswerratherthan,Iamhesitantaboutmakingimportantd,IoftendonotunderstandpeopleÕsbeh,ItrytolookateverybodyÕssideofadi,WhenIÕmupsetatsomeoneIusuallytry,Ialwaystrytolookatallsidesofapro,BeforecriticizingsomebodyItrytoi,Isometimesfinditdifficulttoseeth,WhenIamconfusedbyaproblemoneofth,SometimesIgetsochargedupemotiona,WhenIlookbackonwhathashappenedto,WhenIlookbackonwhatÕshappenedtom,Ieithergetveryangryordepressedif,SometimesIdonÕtfeelverysorryforo,SometimesIfeelarealcompassionfor,Ioftenhavenotcomfortedanotherwhe,IdonÕtliketogetinvolvedinlisteni,TherearecertainpeoplewhomIdislik,Sometimeswhenpeoplearetalkingtom,IÕmeasilyirritatedbypeoplewhoarg,IfIseepeopleinneedItrytohelpthem,BittelesenSiedenuntenstehendenTe,v215,Pleaseindicateyourgender,Howoldareyouyearsold,Didanyofthescenariosseemfamiliar,Whichones,Pleasetranslatethefollowingstate,Whatisyourcountryoforigin,WhatisyourcountryoforiginTEXT,WhatwasthemethodofyourEnglishacq,Howoldwereyouwhenyoubeganlearnin,HowmanymonthshaveyouspentinanEng,Pleaseusethesliderstoindicatehow,v227,v228,v229,v230,v231,v232,v233,Ineachofthefollowingcontextsesti,v235,v236,v237,Finallyanyquestionscommentsorsug,ThankyouforyourparticipationThis,Source,Code,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264
R_cFO6olHwinaGcyp,Default Response Set,Anonymous,1,115,1,L2 Dominant,No,,0,7/20/16 2:51,7/20/16 3:16,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.0780001,4.0780001,5.6160002,1,56.230999,56.230999,62.976002,1,32.826,32.826,,,,22.195999,24.152,1,40.865002,40.865002,42.693001,1,9.5249996,9.5249996,10.591,1,34.077999,34.077999,36.400002,1,3.5539999,3.5539999,6.4920001,1,5.9229999,5.9229999,7.902,1,70.025002,70.025002,71.339996,1,8.7939997,8.7939997,10.685,1,25.864,25.864,28.101,1,15.33,15.33,16.83,1,30.407,30.407,38.602001,1,44.222,44.222,45.955002,1,6.0770001,6.0770001,7.5440001,1,37.584999,37.584999,39.310001,1,6.724,6.724,7.9120002,1,26.471001,26.471001,27.722,1,6.9450002,6.9450002,8.3959999,1,3,4,5,3,4,3,4,4,3,4,4,2,4,4,2,2,4,2,4,3,5,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,3,4,2,,1,45,1,Welche ,"is it morally korrest which to push the related passengers to prevent the deaths of four other, although this would kill the one pushed by you person",1,,1,10,0,2,2,5,3,5,2,3,5,31,30,30,33,j,1,3507,Z337Y,5.6160002,62.976002,,24.152,42.693001,10.591,36.400002,6.4920001,7.902,71.339996,10.685,28.101,16.83,38.602001,45.955002,7.5440001,39.310001,7.9120002,27.722,8.3959999
R_cwPgn6QB8fDuiBn,Default Response Set,Anonymous,1,116,1,None,Yes,,0,7/20/16 2:52,7/20/16 3:16,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,42.158001,42.158001,44.306999,1,27.975,27.975,29.67,1,30.962,30.962,,,,16.399,18.153,1,31.547001,31.547001,32.823002,1,45.98,45.98,47.216,1,11.765,11.765,13.712,1,41.384998,41.384998,42.889,1,18.997999,18.997999,20.649,1,35.169998,35.169998,36.278,1,10.816,10.816,11.922,1,19.476,19.476,21.239,1,45.244999,45.244999,46.383999,1,41.48,41.48,42.646999,1,19.631001,19.631001,20.82,1,43.069,43.069,44.856998,1,33.900002,33.900002,34.978001,1,14.751,14.751,16.568001,1,32.403999,32.403999,33.537998,1,19.636999,19.636999,22.205999,1,2,2,2,2,2,2,2,2,3,3,4,3,4,2,2,2,2,2,2,4,3,5,4,5,4,3,5,2,3,2,4,2,4,2,2,4,3,3,4,4,,2,52,2,,"Is ist morally correct to shove a familiar person to prevent the death of 4 other persons, although this would kill the person you shoved?",1,,1,12,0,7,7,7,7,4,5,5,4,0,0,10,10,,1,9868,A867Y,44.306999,29.67,,18.153,32.823002,47.216,13.712,42.889,20.649,36.278,11.922,21.239,46.383999,42.646999,20.82,44.856998,34.978001,16.568001,33.537998,22.205999
R_3L8PIafDuyIMdCd,Default Response Set,Anonymous,1,117,1,None,Yes,,0,7/20/16 3:00,7/20/16 3:20,1,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,84.535004,84.535004,85.992996,1,37.166,37.166,38.448002,1,12.081,12.081,,,,34.264999,35.460999,1,19.27,19.27,20.959999,1,30.414,30.414,31.851,1,10.012,10.012,11.014,1,29.032,29.032,30.066,1,35.768002,35.768002,37.522999,1,21.681999,21.681999,22.940001,1,16.191999,16.191999,17.524,1,12.311,12.311,13.831,1,13.037,13.037,23.417,1,23.365,23.365,25.104,1,36.951,36.951,37.937,1,17.511,17.511,18.610001,1,19.042,19.042,20.212,1,28.191999,28.191999,29.683001,1,23.613001,23.613001,24.598,1,32.832001,32.832001,34.106998,1,3,2,1,5,2,4,1,1,3,4,3,3,5,4,1,1,4,1,2,2,4,5,4,5,4,4,5,3,1,3,2,3,2,2,1,3,3,3,5,4,,2,32,1,No commentar!,"No, it isn't! ",1,,1,25,3,6,5,6,6,5,6,6,6,41,71,52,52,,1,9554,A841Y,85.992996,38.448002,,35.460999,20.959999,31.851,11.014,30.066,37.522999,22.940001,17.524,13.831,23.417,25.104,37.937,18.610001,20.212,29.683001,24.598,34.106998
R_0IK4GsLN7gq4QwB,Default Response Set,Anonymous,1,118,1,None,Yes,,0,7/20/16 3:07,7/20/16 3:21,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20.874001,21.729,23.4,2,5.1719999,6.1009998,6.8600001,2,3.8570001,3.8570001,,,,38.602001,39.778999,1,17.309,17.309,19.558001,1,3.052,3.052,4.211,1,13.078,13.078,14.286,1,35.681,35.681,36.636002,1,3.2090001,3.2090001,4.4590001,1,29.921,29.921,31.025,1,4.2020001,5.4720001,6.8829999,2,16.597,17.691999,18.667,2,29.516001,29.516001,30.426001,1,3.0020001,3.0020001,3.934,1,8.198,10.003,10.996,2,33.729,33.729,34.856998,1,4.1160002,4.1160002,5.3990002,1,17.391001,17.927,19.158001,2,6.9180002,6.9180002,8.151,1,23.104,24.268,24.691999,2,3,1,2,2,3,2,2,4,3,2,4,1,5,2,2,2,1,1,2,4,5,4,4,4,5,2,5,3,2,2,2,1,5,3,2,3,3,2,5,,4,2,20,2,,Is it morally correct to push the related person to prevent the death of 4 others altough this would kill the pushed person ?,1,,1,12,1,7,7,7,7,3,5,6,4,0,0,82,83,,1,4560,A425Y,23.4,6.8600001,,39.778999,19.558001,4.211,14.286,36.636002,4.4590001,31.025,6.8829999,18.667,30.426001,3.934,10.996,34.856998,5.3990002,19.158001,8.151,24.691999
R_bazdBhxNcIbZE8t,Default Response Set,Anonymous,1,119,1,None,Yes,,0,7/20/16 3:02,7/20/16 3:28,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,56.228001,56.228001,57.037998,1,40.904999,40.904999,41.882,1,15.805,15.805,,,,57.667,59.229,1,16.893,16.893,18.813999,1,41.849998,41.849998,43.091,1,18.486,18.486,19.712,1,36.971001,36.971001,38.043999,1,54.991001,54.991001,56.040001,1,34.061001,34.061001,34.792,1,18.705,18.705,20.202999,1,15.209,15.209,16.643,1,16.809999,16.809999,18.172001,1,37.557999,37.557999,40.305,1,59.029999,59.783001,60.216999,2,29.971001,29.971001,31.021,1,33.584,33.584,34.403,1,44.376999,44.376999,45.811001,1,27.926001,27.926001,29.118999,1,37.118999,37.118999,38.183998,1,2,3,3,2,3,3,2,2,4,5,4,2,4,3,2,2,2,2,2,4,4,4,4,4,4,3,3,4,4,4,4,2,4,3,2,4,4,4,4,,4,2,30,1,virus in hospital,"Is it morally correct to shove people, which are associated with you, to prevent the death of four others, although when it will kill the person you shoved?",1,,3,24,1,7,7,7,7,5,6,6,5,0,82,82,82,,1,2700,A270B,57.037998,41.882,,59.229,18.813999,43.091,19.712,38.043999,56.040001,34.792,20.202999,16.643,18.172001,40.305,60.216999,31.021,34.403,45.811001,29.118999,38.183998
R_aWQMVTN9qPFNA57,Default Response Set,Anonymous,1,120,1,None,Yes,,0,7/20/16 3:12,7/20/16 3:30,1,Complete,1,,,,,,,,1,,,,1,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,21.528,21.528,22.385,1,27.809,27.809,28.938,1,13.094,13.094,,,,34.314999,35.299,1,20.649,20.649,21.771,1,22.702999,22.702999,24.033001,1,14.34,14.34,15.549,1,22.183001,22.183001,25.584,1,35.970001,35.970001,37.195,1,126.085,126.085,127.015,1,10.311,10.311,11.672,1,9.4650002,9.4650002,10.267,1,15.979,15.979,17.667999,1,9.1210003,9.1210003,20.969,1,18.981001,18.981001,19.893999,1,23.511,23.511,24.944,1,16.190001,16.190001,17.223,1,8.8219995,8.8219995,10.038,1,14.971,14.971,16.229,1,12.307,12.307,13.061,1,2,2,2,1,4,2,3,4,2,2,4,2,4,3,2,2,2,1,2,2,3,4,4,4,4,2,4,2,1,1,1,3,3,3,3,2,3,2,3,4,,2,37,2,,"Is it morally okay to push the person next to you to avoid the death of four others, although the person you pushed would die?",1,,1,13,35,7,7,7,7,6,6,6,6,20,10,70,99,,1,5600,A511Y,22.385,28.938,,35.299,21.771,24.033001,15.549,25.584,37.195,127.015,11.672,10.267,17.667999,20.969,19.893999,24.944,17.223,10.038,16.229,13.061
R_3wJqgSKwXQmkJUN,Default Response Set,Anonymous,1,121,1,None,Yes,,0,7/20/16 3:07,7/20/16 3:31,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,11.203,12.898,15.662,3,24.528,24.528,25.306,1,14.953,14.953,,,,35.321999,36.042999,1,27.063,27.586,28.820999,2,13.806,13.806,14.632,1,17.929001,17.929001,19.747,1,7.1560001,7.1560001,7.9759998,1,35.314999,35.314999,36.108002,1,20.974001,20.974001,22.063,1,14.738,14.738,16.444,1,20.275,20.275,21.042,1,28.922001,28.922001,29.764999,1,34.497002,34.497002,35.938999,1,48.146,48.146,48.980999,1,15.553,15.553,16.490999,1,24.826,25.868999,26.333,2,44.993999,44.993999,48.556999,1,18.207001,18.207001,19.851,1,29.683001,29.683001,30.612,1,4,2,3,3,3,4,3,2,3,2,5,2,4,3,2,4,2,2,2,1,3,3,4,3,3,2,2,1,1,1,2,4,5,1,2,3,3,5,2,4,,1,32,1,Welche?,It is morally right to push closely related persons to avoid the death of four others although this would kill the person I pushed.  ,1,,2,11,1,7,7,7,7,2,2,2,2,15,35,60,30,,1,4055,Z382B,15.662,25.306,,36.042999,28.820999,14.632,19.747,7.9759998,36.108002,22.063,16.444,21.042,29.764999,35.938999,48.980999,16.490999,26.333,48.556999,19.851,30.612
R_5yGAfqAssC6EZlb,Default Response Set,Anonymous,1,122,1,None,Yes,,0,7/20/16 3:21,7/20/16 3:34,1,Complete,1,,,,,,,,1,,,,1,Spanisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,7.5300002,7.5300002,8.1800003,1,19.106001,19.106001,19.805,1,15.479,15.479,,,,7.7859998,8.5089998,1,15.879,15.879,16.927999,1,5.171,5.171,5.9089999,1,4.6919999,5.1869998,5.4380002,2,14.588,14.588,15.246,1,109.091,109.091,109.822,1,3.2160001,3.2160001,3.7460001,1,12.341,12.341,13.386,1,6.1440001,6.1440001,6.77,1,14.336,14.336,15.058,1,12.397,12.397,13.095,1,5.3759999,5.3759999,6.059,1,21.688999,21.688999,22.363001,1,13.822,13.822,14.985,1,5.1389999,5.1389999,5.7579999,1,13.733,13.733,16.07,1,14.592,15.208,15.579,2,3,4,5,6,6,6,6,4,3,2,5,2,6,3,1,1,1,1,1,2,4,5,4,5,5,3,5,1,1,1,1,1,4,1,1,2,1,1,2,,4,1,29,2,,Is it ethical to push a loved one in order to safe the lives of four others even though this would kill the loved person?,1,,3,9,0,7,7,7,7,6,7,7,7,0,0,0,0,,1,1753,Z191Y,8.1800003,19.805,,8.5089998,16.927999,5.9089999,5.4380002,15.246,109.822,3.7460001,13.386,6.77,15.058,13.095,6.059,22.363001,14.985,5.7579999,16.07,15.579
R_3eXDhEbHw8V8Dcx,Default Response Set,Anonymous,1,123,1,None,Yes,,0,7/20/16 3:01,7/20/16 3:41,1,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,15.12,15.12,20.761999,1,47.174999,47.174999,48.715,1,14.897,14.897,,,,63.713001,66.866997,1,48.837002,48.837002,51.030998,1,22.215,22.215,29.216,1,40.080002,40.080002,45.544998,1,16.362,16.362,19.268,1,86.387001,86.387001,88.885002,1,17.909,17.909,19.534,1,18.000999,18.000999,19.809999,1,33.845001,33.845001,36.070999,1,32.108002,32.108002,35.709,1,43.449001,43.449001,46.362,1,77.82,77.82,81.205002,1,44.181999,44.181999,46.719002,1,52.912998,52.912998,54.785999,1,27.261999,27.261999,30.591,1,35.828999,35.828999,39.678001,1,16.872,16.872,18.504999,1,3,2,3,2,3,4,3,2,2,4,4,3,5,3,2,2,4,1,1,2,3,5,3,5,3,3,5,2,3,2,3,2,3,2,2,4,3,3,4,,4,1,60,2,,"Is it morally correct, to push being Close Person to you pevent the death of four other, although this would kill the Person pushed by you?",1,,3,14,0,7,7,7,7,4,4,4,4,19,19,19,29,,1,9185,Z810B,20.761999,48.715,,66.866997,51.030998,29.216,45.544998,19.268,88.885002,19.534,19.809999,36.070999,35.709,46.362,81.205002,46.719002,54.785999,30.591,39.678001,18.504999
R_9NZvhKqBbIkNWFD,Default Response Set,Anonymous,1,124,1,None,Yes,,0,7/20/16 3:22,7/20/16 3:41,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,29.165001,29.908001,31.687,2,8.7849998,8.7849998,10.013,1,21.254,21.254,,,,7.901,9.1429996,1,22.778999,22.778999,23.950001,1,11.653,11.653,12.655,1,17.091999,17.091999,18.238001,1,125.3,125.3,126.094,1,10.532,10.532,12.03,1,115.112,115.112,116.266,1,11.064,11.064,12.154,1,16.826,16.826,17.899,1,15.53,15.53,17.379999,1,16.613001,17.643,18.006001,2,35.546001,35.546001,36.741001,1,17.122999,17.122999,18.006001,1,16.042999,16.042999,17.013,1,18.031,18.031,18.808001,1,16.302999,17.455,18.037001,2,11.035,11.035,12.341,1,2,5,3,1,1,2,2,1,4,3,4,2,5,3,2,3,2,1,1,3,4,5,4,5,4,3,4,3,3,2,3,2,5,2,1,2,4,3,4,,4,2,34,2,,"Is it ethically correct to push a nearby Person for saving four other People from dying, even if this costs the person you pushed his life?",1,,1,11,0,7,7,7,7,4,5,6,4,0,29,38,62,,1,8639,Z764B,31.687,10.013,,9.1429996,23.950001,12.655,18.238001,126.094,12.03,116.266,12.154,17.899,17.379999,18.006001,36.741001,18.006001,17.013,18.808001,18.037001,12.341
R_8kTyDDSAFtGq53T,Default Response Set,Anonymous,1,125,1,None,Yes,,0,7/20/16 3:27,7/20/16 3:46,1,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,30.427,30.427,31.271,1,23.275999,23.275999,24.855,1,30.584,30.938999,,,,67.060997,68.848999,1,38.332001,38.332001,39.445999,1,19.201,19.201,20.5,1,27.996,27.996,32.221001,1,7.2270002,28.292,31.594999,2,36.400002,36.400002,37.612,1,39.507,39.507,40.584999,1,18.818001,18.818001,20.676001,1,11.863,11.863,14.883,1,21.903999,21.903999,23.115,1,23.844,23.844,26.926001,1,27.593,27.593,29.771,1,39.470001,39.470001,41.341,1,24.205,24.205,25.794001,1,35.053001,35.053001,36.668999,1,21.065001,21.601,23.412001,2,29.722,29.722,31.179001,1,4,4,4,3,2,2,2,2,3,3,3,2,4,3,2,2,3,3,4,3,3,4,4,4,3,4,4,4,2,3,3,3,4,2,2,3,3,3,4,,4,2,21,2,,Is it moraly correct to push one person to avoid others death while killing this one person?,1,,1,12,0,7,7,7,7,5,6,6,5,13,19,21,26,,1,1129,Z139Y,31.271,24.855,,68.848999,39.445999,20.5,32.221001,31.594999,37.612,40.584999,20.676001,14.883,23.115,26.926001,29.771,41.341,25.794001,36.668999,23.412001,31.179001
R_das0hCgeePNDWzr,Default Response Set,Anonymous,1,126,1,None,Yes,,0,7/20/16 3:31,7/20/16 3:57,1,Complete,1,,,,,,,,1,,,,1,Franzsisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,35.056999,35.056999,36.412998,1,20.354,20.354,21.371,1,18.577,18.577,,,,45.313,46.348,1,33.261002,33.261002,34.373001,1,42.162998,42.162998,43.174,1,31.813,31.813,33.358002,1,25.326,25.326,26.51,1,26.112,26.112,27.131001,1,49.194,49.194,50.338001,1,14.242,14.242,15.217,1,18.464001,18.464001,19.83,1,26.323,26.323,30.146,1,57.166,57.166,57.993,1,29.85,29.85,31.062,1,38.929001,38.929001,39.881001,1,39.181999,39.181999,40.645,1,15.292,15.292,16.743,1,23.410999,23.410999,24.417,1,31.603001,31.603001,32.625,1,3,4,5,2,3,2,2,1,5,4,4,1,3,3,4,3,2,3,3,4,3,5,5,5,4,3,5,5,3,2,3,3,4,2,2,2,3,4,4,,4,1,54,2,,"Is it ethically correct, to shove a person next to you, to avoid the death of four other persons, although this would kill the person you have shoved?",1,,1,12,0,6,6,5,6,5,4,5,4,3,18,40,50,,1,9579,Z843Y,36.412998,21.371,,46.348,34.373001,43.174,33.358002,26.51,27.131001,50.338001,15.217,19.83,30.146,57.993,31.062,39.881001,40.645,16.743,24.417,32.625
R_37QL52hIgNoPON7,Default Response Set,Anonymous,1,127,1,None,Yes,,0,7/20/16 3:43,7/20/16 3:59,1,Complete,1,,,,,,,,1,,,,1,Franzsisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,11.457,11.457,12.516,1,27.211,27.211,28.733,1,10.761,10.761,,,,27.834,30.254999,1,8.9139996,8.9139996,10.247,1,23.02,23.459999,24.391001,2,22.177999,22.177999,23.827999,1,11.529,11.529,16.542,1,19.132,19.132,20.941999,1,31.16,31.16,34.082001,1,21.478001,21.478001,22.527,1,12.783,12.783,13.906,1,24.35,24.35,25.68,1,7.7729998,7.7729998,8.9420004,1,9.6780005,9.6780005,10.775,1,41.428001,41.428001,42.541,1,23.674,23.674,24.91,1,14.417,14.417,15.6,1,14.69,14.69,15.867,1,24.84,24.84,26.01,1,3,3,4,1,2,2,2,1,2,1,3,3,4,4,2,2,1,1,2,1,3,5,4,5,4,2,5,1,1,1,3,2,4,2,2,1,3,3,4,,4,1,35,2,,"Is it morally correct to push the person close to you in order to avoid the death of four others, although this would kill the person pushed by you?",1,,2,10,14,7,7,7,7,6,6,6,6,3,7,29,17,,1,4297,Z403Y,12.516,28.733,,30.254999,10.247,24.391001,23.827999,16.542,20.941999,34.082001,22.527,13.906,25.68,8.9420004,10.775,42.541,24.91,15.6,15.867,26.01
R_2seujehM68bSDOZ,Default Response Set,Anonymous,1,128,1,None,Yes,,0,7/20/16 3:16,7/20/16 4:00,1,Complete,1,,,,,,,,1,,,,1,Italienisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,21.837,21.837,23.754,1,31.91,31.91,32.792999,1,1471.119,1471.119,,,,10.528,11.394,1,14.593,14.593,15.433,1,17.072001,17.072001,17.870001,1,40.938999,40.938999,43.945999,1,15.183,15.183,15.939,1,21.280001,21.280001,22.127001,1,23.018999,23.018999,23.774,1,11.378,11.378,12.135,1,11.786,11.786,13.187,1,10.581,10.581,12.727,1,25.125,25.125,25.972,1,25.601999,25.601999,29.087999,1,35.448002,35.448002,36.926998,1,24.42,25.475,27.054001,2,17.349001,17.349001,18.038,1,28.979,28.979,29.715,1,10.917,10.917,11.784,1,2,2,3,2,2,3,3,2,4,5,3,2,5,2,2,2,2,2,2,5,4,5,4,5,4,3,5,6,4,5,5,2,4,3,2,3,3,5,3,,4,2,42,1,"In the nearer past, I had some thoughts about safety of medical drugs, and the scene with the drug which cures many, but also kills a few, reminded me of that.","Is it morally correct to push a related person to avoid the death of four other people, although this would kill the person who had been pushed by you?",1,,1,11,0,7,7,7,7,5,5,6,6,1,0,41,26,No further questions.,1,7006,A628B,23.754,32.792999,,11.394,15.433,17.870001,43.945999,15.939,22.127001,23.774,12.135,13.187,12.727,25.972,29.087999,36.926998,27.054001,18.038,29.715,11.784
